K11n178,2,0,0
K11n181,4,0,0
K11n184,2,0,0
K12n24,5,0,0
K12n121,60,9,1
K12n188,1,0,0
K12n242,1,0,0
K12n253,1,1,0
K12n274,4,1,0
K12n275,7,0,0
K12n309,1,0,0
K12n318,7,0,0
K12n319,5,0,0
K12n323,2,0,0
K12n333,1,0,0
K12n343,1,0,0
K12n358,24,4,1
K12n371,11,0,0
K12n407,38,2,0
K12n412,2,0,0
K12n425,1,0,0
K12n438,17,1,
K12n443,11,0,0
K12n451,5,0,0
K12n468,2,0,0
K12n475,6,0,0
K12n484,8,2,0
K12n485,4,1,0
K12n488,12,1,0
K12n534,2,0,0
K12n548,3,0,0
K12n562,1,0,0
K12n591,1,0,0
K12n599,5,2,0
K12n603,3,0,0
K12n609,3,0,0
K12n646,1,0,0
K12n661,1,1,0
K12n662,12,0,0
K12n695,1,0,0
K12n702,4,1,0
K12n703,4,0,0
K12n704,2,0,0
K12n708,2,0,0
K12n709,11,0,0
K12n730,6,0,0
K12n751,14,1,0
K12n778,1,0,0
K12n782,3,0,0
K12n787,12,0,0
K12n821,2,0,0
K12n829,9,1,0
K12n865,4,0,0
K12n866,1,0,0
K13n469,4,0,0
K13n592,1,0,0
K13n1455,3,0,0
K13n1642,1,2,0
K13n1644,2,0,0
K13n1739,1,0,0
K13n1752,6,0,1
K13n1836,7,0,0
K13n1840,1,0,0
K13n1841,2,1,0
K13n1844,2,1,0
K13n1847,2,0,0
K13n1855,1,0,0
K13n1945,2,0,0
K13n2035,2,0,0
K13n2303,4,0,0
K13n2436,1,2,0
K13n2448,1,0,0
K13n2491,3,0,0
K13n2492,1,0,0
K13n2527,3,0,0
K13n2868,3,0,0
K13n2872,2,0,0
K13n2922,1,0,0
K13n3207,3,1,0
K13n3241,2,0,0
K13n3393,1,0,0
K13n3582,7,0,0
K13n3958,1,0,0
K13n3978,1,0,0
K13n4024,5,0,0
K13n4075,9,0,0
K15n41127,0,1,0
K15n59007,1,0,0
3_1 # 3_1,2530866,266056,42592
3_1 # 4_1,50126,5331,711
3_1 # 5_1,442,51,3
3_1 # 5_2,547,53,7
3_1 # 6_1,1,0,0
3_1 # 6_2,20,3,0
3_1 # 6_3,12,1,0
4_1 # 4_1,71,5,2
Unclassifiable,0,0,0
