knot type / confinement radius,1.01
K12n841,3
K12n842,1
K12n845,2
K12n846,4
K12n847,2
K12n850,9
K12n851,11
K12n852,3
K12n859,1
K12n861,2
K12n864,1
K12n865,4
K12n866,5
K12n868,1
K12n870,4
K12n873,4
K12n876,2
K12n878,1
K12n879,1
K12n880,1
K12n882,3
K12n883,11
K12n884,1
K12n887,1
K13n37,1
K13n62,6
K13n117,1
K13n129,1
K13n140,2
K13n192,6
K13n225,7
K13n226,5
K13n230,4
K13n233,6
K13n234,2
K13n250,3
K13n269,2
K13n284,4
K13n285,5
K13n288,7
K13n289,3
K13n292,2
K13n293,19
K13n307,3
K13n328,1
K13n342,2
K13n343,1
K13n350,1
K13n351,1
K13n422,1
K13n424,1
K13n425,1
K13n426,2
K13n446,4
K13n463,1
K13n468,5
K13n469,88
K13n501,9
K13n512,1
K13n529,1
K13n558,1
K13n575,1
K13n583,2
K13n584,25
K13n587,8
K13n588,24
K13n589,2
K13n592,58
K13n600,1
K13n602,9
K13n603,7
K13n604,66
K13n605,2
K13n606,1
K13n607,5
K13n608,5
K13n611,8
K13n612,5
K13n613,1
K13n616,1
K13n628,1
K13n631,1
K13n634,2
K13n667,2
K13n690,1
K13n694,1
K13n695,1
K13n710,3
K13n711,2
K13n714,1
K13n723,1
K13n725,3
K13n726,4
K13n732,1
K13n754,1
K13n770,1
K13n781,1
K13n790,1
K13n799,2
K13n816,1
K13n835,4
K13n836,2
K13n881,1
K13n884,4
K13n890,2
K13n912,2
K13n915,2
K13n919,3
K13n927,3
K13n973,6
K13n985,2
K13n986,3
K13n989,2
K13n1131,2
K13n1153,4
K13n1155,1
K13n1164,1
K13n1176,1
K13n1177,2
K13n1180,8
K13n1192,16
K13n1214,2
K13n1215,3
K13n1219,1
K13n1249,2
K13n1258,1
K13n1259,1
K13n1271,5
K13n1343,1
K13n1368,1
K13n1393,1
K13n1394,2
K13n1396,1
K13n1424,1
K13n1427,2
K13n1428,1
K13n1436,1
K13n1445,6
K13n1455,4
K13n1456,1
K13n1459,1
K13n1460,2
K13n1467,1
K13n1470,1
K13n1472,2
K13n1476,1
K13n1481,1
K13n1482,4
K13n1486,1
K13n1496,8
K13n1513,4
K13n1527,1
K13n1528,1
K13n1529,2
K13n1532,1
K13n1533,1
K13n1534,2
K13n1541,1
K13n1591,1
K13n1593,1
K13n1603,1
K13n1619,1
K13n1621,1
K13n1630,2
K13n1631,6
K13n1640,4
K13n1641,1
K13n1642,35
K13n1644,5
K13n1646,5
K13n1648,2
K13n1688,1
K13n1690,9
K13n1691,6
K13n1692,30
K13n1693,1
K13n1696,5
K13n1697,14
K13n1700,8
K13n1702,1
K13n1705,1
K13n1708,6
K13n1716,24
K13n1717,6
K13n1718,81
K13n1719,20
K13n1720,5
K13n1725,1
K13n1727,5
K13n1728,4
K13n1731,1
K13n1733,2
K13n1734,2
K13n1735,70
K13n1736,4
K13n1737,2
K13n1739,1
K13n1752,19
K13n1754,12
K13n1755,1
K13n1756,6
K13n1757,14
K13n1760,1
K13n1761,5
K13n1762,23
K13n1763,10
K13n1765,2
K13n1767,1
K13n1778,1
K13n1779,18
K13n1781,12
K13n1785,5
K13n1786,6
K13n1796,1
K13n1803,1
K13n1817,2
K13n1821,3
K13n1825,1
K13n1834,5
K13n1838,1
K13n1840,5
K13n1841,1
K13n1844,17
K13n1847,23
K13n1849,1
K13n1856,5
K13n1858,5
K13n1860,9
K13n1861,26
K13n1864,65
K13n1865,2
K13n1867,1
K13n1868,1
K13n1872,1
K13n1875,1
K13n1876,3
K13n1879,2
K13n1884,7
K13n1886,5
K13n1888,11
K13n1892,1
K13n1901,4
K13n1906,1
K13n1907,5
K13n1911,2
K13n1916,23
K13n1919,3
K13n1923,1
K13n1926,1
K13n1930,2
K13n1931,5
K13n1939,17
K13n1940,1
K13n1943,4
K13n1945,42
K13n1946,9
K13n1957,3
K13n1963,1
K13n1964,3
K13n1965,4
K13n1994,1
K13n1995,1
K13n2000,6
K13n2003,6
K13n2019,1
K13n2022,1
K13n2029,1
K13n2030,1
K13n2032,2
K13n2035,1
K13n2046,20
K13n2048,8
K13n2053,2
K13n2066,4
K13n2074,1
K13n2102,54
K13n2104,6
K13n2118,7
K13n2119,3
K13n2122,3
K13n2134,1
K13n2137,1
K13n2146,1
K13n2148,3
K13n2149,4
K13n2150,7
K13n2157,1
K13n2166,1
K13n2180,81
K13n2191,1
K13n2197,1
K13n2198,1
K13n2225,2
K13n2227,1
K13n2235,1
K13n2244,2
K13n2255,9
K13n2256,1
K13n2259,1
K13n2260,1
K13n2261,10
K13n2264,6
K13n2265,4
K13n2267,4
K13n2272,1
K13n2277,1
K13n2278,3
K13n2280,1
K13n2283,1
K13n2290,9
K13n2291,3
K13n2302,2
K13n2303,7
K13n2304,14
K13n2306,7
K13n2308,4
K13n2315,1
K13n2317,1
K13n2318,1
K13n2319,1
K13n2333,3
K13n2334,1
K13n2342,1
K13n2343,1
K13n2346,1
K13n2357,1
K13n2358,3
K13n2362,1
K13n2366,1
K13n2419,1
K13n2421,1
K13n2425,1
K13n2428,22
K13n2433,1
K13n2436,44
K13n2440,1
K13n2442,18
K13n2446,4
K13n2448,17
K13n2475,3
K13n2477,1
K13n2479,1
K13n2484,1
K13n2488,1
K13n2490,3
K13n2491,77
K13n2492,159
K13n2498,6
K13n2501,1
K13n2503,1
K13n2504,1
K13n2522,7
K13n2527,41
K13n2528,17
K13n2529,1
K13n2533,31
K13n2538,1
K13n2539,3
K13n2545,2
K13n2550,2
K13n2568,7
K13n2569,1
K13n2581,1
K13n2588,2
K13n2596,1
K13n2621,3
K13n2622,1
K13n2633,5
K13n2637,1
K13n2641,1
K13n2653,1
K13n2660,1
K13n2671,6
K13n2676,1
K13n2685,1
K13n2692,1
K13n2696,1
K13n2708,1
K13n2719,1
K13n2735,2
K13n2740,3
K13n2755,1
K13n2769,40
K13n2782,1
K13n2784,8
K13n2787,17
K13n2792,1
K13n2795,1
K13n2803,1
K13n2810,1
K13n2815,1
K13n2816,1
K13n2820,1
K13n2822,1
K13n2866,1
K13n2868,7
K13n2872,27
K13n2888,1
K13n2899,1
K13n2922,15
K13n2942,1
K13n2957,2
K13n2958,2
K13n2960,1
K13n2961,1
K13n2985,2
K13n2995,1
K13n2997,1
K13n3013,1
K13n3021,12
K13n3023,1
K13n3024,1
K13n3027,1
K13n3028,1
K13n3034,1
K13n3040,2
K13n3041,1
K13n3048,1
K13n3054,3
K13n3082,3
K13n3089,2
K13n3094,9
K13n3096,1
K13n3098,1
K13n3101,1
K13n3106,1
K13n3109,4
K13n3111,1
K13n3149,1
K13n3150,1
K13n3155,1
K13n3156,1
K13n3158,50
K13n3164,1
K13n3180,1
K13n3182,1
K13n3183,2
K13n3184,1
K13n3185,1
K13n3190,4
K13n3192,9
K13n3207,2
K13n3212,1
K13n3221,1
K13n3238,6
K13n3249,1
K13n3252,2
K13n3255,1
K13n3258,1
K13n3280,1
K13n3298,1
K13n3301,2
K13n3303,5
K13n3331,2
K13n3345,1
K13n3351,2
K13n3352,2
K13n3354,4
K13n3358,3
K13n3359,1
K13n3366,2
K13n3367,10
K13n3370,3
K13n3381,4
K13n3385,3
K13n3388,2
K13n3393,24
K13n3405,1
K13n3414,6
K13n3431,1
K13n3474,1
K13n3478,2
K13n3490,1
K13n3491,1
K13n3492,1
K13n3507,1
K13n3539,1
K13n3542,2
K13n3545,1
K13n3564,1
K13n3567,1
K13n3573,2
K13n3574,2
K13n3582,47
K13n3587,1
K13n3589,9
K13n3590,1
K13n3592,11
K13n3596,3
K13n3600,2
K13n3601,2
K13n3602,17
K13n3603,2
K13n3611,2
K13n3621,1
K13n3622,1
K13n3630,1
K13n3633,1
K13n3674,1
K13n3683,1
K13n3685,1
K13n3690,1
K13n3702,1
K13n3706,1
K13n3733,1
K13n3792,1
K13n3798,1
K13n3875,3
K13n3902,1
K13n3918,1
K13n3950,1
K13n3951,5
K13n3952,1
K13n3954,16
K13n3955,2
K13n3956,30
K13n3957,1
K13n3958,3
K13n3960,35
K13n3961,1
K13n3964,3
K13n3965,4
K13n3967,1
K13n3968,1
K13n3969,1
K13n3970,2
K13n3971,3
K13n3972,4
K13n3973,3
K13n3974,8
K13n3975,1
K13n3979,8
K13n3981,1
K13n3990,1
K13n3995,1
K13n3998,9
K13n3999,1
K13n4000,2
K13n4006,2
K13n4010,3
K13n4011,4
K13n4013,1
K13n4014,1
K13n4015,1
K13n4016,7
K13n4018,1
K13n4024,45
K13n4028,2
K13n4031,2
K13n4032,1
K13n4036,1
K13n4041,1
K13n4042,1
K13n4044,1
K13n4046,2
K13n4059,5
K13n4066,2
K13n4075,2
K13n4084,26
K13n4085,8
K13n4101,1
K13n4104,2
K13n4105,1
K13n4106,2
K13n4116,1
K13n4132,1
K13n4134,2
K13n4138,2
K13n4140,3
K13n4142,3
K13n4143,1
K13n4144,1
K13n4147,10
K13n4149,1
K13n4150,1
K13n4156,1
K13n4157,3
K13n4171,1
K13n4188,1
K13n4190,2
K13n4191,1
K13n4228,1
K13n4247,2
K13n4253,4
K13n4266,1
K13n4268,1
K13n4275,1
K13n4281,2
K13n4283,1
K13n4284,2
K13n4295,5
K13n4298,2
K13n4304,21
K13n4332,1
K13n4336,1
K13n4337,2
K13n4340,1
K13n4345,1
K13n4372,2
K13n4408,1
K13n4418,2
K13n4420,1
K13n4421,1
K13n4461,1
K13n4475,2
K13n4479,1
K13n4484,1
K13n4492,1
K13n4508,6
K13n4510,1
K13n4514,1
K13n4522,1
K13n4531,1
K13n4536,1
K13n4548,3
K13n4552,1
K13n4557,1
K13n4558,1
K13n4568,2
K13n4570,1
K13n4577,2
K13n4604,1
K13n4606,7
K13n4607,7
K13n4624,1
K13n4629,3
K13n4640,4
K13n4643,1
K13n4659,2
K13n4694,1
K13n4710,1
K13n4711,1
K13n4723,1
K13n4752,1
K13n4755,1
K13n4772,1
K13n4804,3
K13n4806,2
K13n4809,1
K13n4855,1
K13n4856,2
K13n4870,1
K13n4876,1
K13n4896,1
K13n4897,1
K13n4928,1
K13n4931,1
K13n4937,1
K13n4956,2
K13n5011,1
K13n5018,1
K13n5083,1
K14n399,1
K14n406,1
K14n419,1
K14n422,1
K14n439,1
K14n773,1
K14n2034,1
K14n2037,1
K14n2038,1
K14n2554,1
K14n2593,1
K14n2753,1
K14n3411,4
K14n3610,1
K14n3611,1
K14n4671,1
K14n4769,1
K14n5294,1
K14n5836,1
K14n6022,4
K14n6460,1
K14n6523,2
K14n6526,1
K14n6572,1
K14n6597,2
K14n6631,1
K14n6908,1
K14n6950,1
K14n6970,1
K14n7243,3
K14n7362,2
K14n7386,1
K14n7745,1
K14n7807,3
K14n7817,1
K14n7820,1
K14n7946,1
K14n8124,1
K14n8179,2
K14n8192,2
K14n8195,2
K14n8210,1
K14n8220,1
K14n8231,1
K14n8261,1
K14n8330,1
K14n8355,1
K14n8397,1
K14n8417,2
K14n8425,1
K14n8426,1
K14n8432,1
K14n8450,1
K14n8464,3
K14n8478,1
K14n8556,1
K14n8557,2
K14n8584,2
K14n8591,1
K14n8607,2
K14n8625,1
K14n8667,1
K14n8684,1
K14n8695,2
K14n8700,1
K14n8734,1
K14n8790,1
K14n8852,1
K14n8906,1
K14n8940,1
K14n9043,4
K14n9047,1
K14n9157,2
K14n9201,1
K14n9284,1
K14n9584,4
K14n9608,1
K14n9633,1
K14n9716,2
K14n9781,1
K14n9788,1
K14n9994,3
K14n9995,1
K14n10066,1
K14n10097,1
K14n10161,1
K14n10173,1
K14n10217,1
K14n10228,1
K14n10375,1
K14n10413,1
K14n10434,2
K14n10470,1
K14n10724,2
K14n10726,1
K14n10793,1
K14n10812,2
K14n10881,2
K14n10899,1
K14n10919,1
K14n10979,1
K14n11137,1
K14n11164,1
K14n11195,1
K14n11230,1
K14n11402,1
K14n11419,1
K14n11424,1
K14n11434,1
K14n11439,1
K14n11449,3
K14n11490,1
K14n11492,2
K14n11493,1
K14n11505,1
K14n11512,1
K14n11698,1
K14n11706,1
K14n11993,1
K14n11995,5
K14n12009,1
K14n12140,1
K14n12150,1
K14n12216,1
K14n12254,1
K14n12260,1
K14n12300,1
K14n12375,1
K14n12384,1
K14n12408,1
K14n12440,1
K14n12713,3
K14n12807,1
K14n12814,1
K14n12819,1
K14n12846,1
K14n13063,1
K14n13074,1
K14n13185,1
K14n13229,1
K14n13722,1
K14n13794,1
K14n13812,1
K14n13823,2
K14n14251,1
K14n14254,4
K14n14356,1
K14n14379,2
K14n14427,2
K14n14534,1
K14n14546,3
K14n14652,1
K14n14698,1
K14n14718,1
K14n14798,2
K14n14819,2
K14n14875,1
