knot type / confinement radius,1.01
0_1,8663343863
3_1,1018379538
4_1,173674956
5_1,41861034
5_2,64997680
6_1,7321843
6_2*,9243479
6_3,5477346
7_1*,355966
7_2,548036
7_3*,602995
7_4,353283
7_5,691610
7_6,781175
7_7,466846
8_1,21129
8_2*,35020
8_3,10788
8_4*,33055
8_5*,11343
8_6,29389
8_7,42881
8_8*,45838
8_9,21683
8_10,28818
8_11,37688
8_12,13069
8_13,47384
8_14*,40949
8_15,15788
8_16,25559
8_17,23272
8_18,2932
8_19,1505643
8_20,2050331
8_21,1036813
9_1,187
9_2,352
9_3,404
9_4,409
9_5,857
9_6,406
9_7*,521
9_8,1098
9_9,408
9_10,271
9_11*,742
9_12,1109
9_13,958
9_14*,1539
9_15,548
9_16,259
9_17,1062
9_18,442
9_19*,1555
9_20*,1565
9_21,1085
9_22,988
9_23,300
9_24,967
9_25,618
9_26,2013
9_27,2268
9_28*,751
9_29,655
9_30,1288
9_31*,1271
9_32,1857
9_33,1830
9_34,714
9_35,86
9_36,431
9_37,481
9_38,451
9_39,544
9_40,249
9_41,274
9_42,299072
9_43,94675
9_44,172728
9_45,92875
9_46,136248
9_47,14964
9_48,19415
9_49,20043
10_1,8
10_2*,15
10_3,15
10_4,23
10_5,28
10_6,7
10_7,14
10_8,30
10_9*,36
10_10,39
10_11,17
10_12,30
10_13,20
10_14,24
10_15,28
10_16,30
10_17,31
10_18*,23
10_19,53
10_20,15
10_21,29
10_22,27
10_23*,32
10_24,9
10_25,14
10_26,39
10_27,18
10_28,50
10_29,19
10_30,59
10_31,26
10_32*,42
10_33,30
10_34,19
10_35,9
10_36,35
10_37,6
10_38,26
10_39,28
10_40,31
10_41,34
10_42,49
10_43,19
10_44,65
10_45,35
10_46,10
10_47,16
10_48,24
10_49,18
10_50*,13
10_51,12
10_52,26
10_53,17
10_54,11
10_55,17
10_56,13
10_57,11
10_58,4
10_59*,33
10_60,14
10_61,5
10_62,15
10_63,3
10_64,2
10_65,14
10_66,10
10_67,11
10_68,14
10_69,6
10_70,7
10_71,13
10_72,15
10_73,34
10_74,6
10_75,13
10_76,2
10_77,18
10_78,15
10_79,2
10_80,4
10_81,7
10_82,68
10_84,60
10_85*,66
10_86*,114
10_87,60
10_88,19
10_89,14
10_90,31
10_91,66
10_92,29
10_93,41
10_94,46
10_95*,31
10_96*,8
10_97,9
10_98,10
10_99,7
10_100,20
10_101,16
10_102,39
10_103,25
10_104,29
10_105,38
10_106,26
10_107*,31
10_108,38
10_109,9
10_110,8
10_111,19
10_112*,40
10_113,26
10_114,29
10_115,9
10_116,37
10_117,45
10_118,43
10_119*,39
10_120,3
10_121,61
10_122*,20
10_123,1
10_124,40576
10_125,8704
10_126,3547
10_127,3358
10_128,14032
10_130,3093
10_131,2870
10_132,38964
10_133,9447
10_134,3293
10_135,2820
10_136,10129
10_137,3680
10_138,901
10_139,13912
10_140,20196
10_141*,6515
10_142,6712
10_143,7475
10_144,1950
10_145,12474
10_146,4516
10_147,5441
10_148,7206
10_149,3936
10_150,5933
10_151,3498
10_152,563
10_153,982
10_154,475
10_155*,4633
10_156,4888
10_157,722
10_158,1943
10_159,4362
10_160,9554
10_161,27375
10_162*,1893
10_163,1630
10_164,1902
10_165,1176
K11a1,1
K11a8,1
K11a11,1
K11a12,1
K11a14,1
K11a22,1
K11a24,1
K11a26,3
K11a27,1
K11a28,1
K11a30,1
K11a34,1
K11a35,2
K11a41,1
K11a53,1
K11a54,2
K11a66,1
K11a70,1
K11a71,2
K11a72,4
K11a73,1
K11a74,1
K11a76,2
K11a77,3
K11a79,1
K11a80,4
K11a81,5
K11a89,3
K11a90,2
K11a101,1
K11a103,2
K11a104,1
K11a109,2
K11a110,1
K11a111,4
K11a112,1
K11a113,1
K11a116,1
K11a117,1
K11a127,3
K11a129,1
K11a130,1
K11a136,2
K11a137,3
K11a138,2
K11a139,1
K11a140,1
K11a149,1
K11a151,1
K11a154,1
K11a166,1
K11a167,2
K11a169,1
K11a170,1
K11a171,1
K11a174,4
K11a177,1
K11a178,1
K11a180,2
K11a181,2
K11a187,1
K11a190,1
K11a196,2
K11a201,1
K11a203,1
K11a213,1
K11a216,1
K11a219,1
K11a224,1
K11a228,1
K11a233,1
K11a247,1
K11a249,3
K11a253,1
K11a256,2
K11a261,3
K11a264,3
K11a265,3
K11a266,1
K11a267,3
K11a268,1
K11a269,1
K11a279,3
K11a280,4
K11a281,1
K11a282,3
K11a283,2
K11a284,2
K11a286,2
K11a287,1
K11a288,4
K11a289,4
K11a290,2
K11a293,1
K11a295,1
K11a301,1
K11a302,1
K11a303,1
K11a305,1
K11a314,2
K11a316,3
K11a322,1
K11a323,1
K11a326,3
K11a330,1
K11a332,1
K11a344,1
K11a345,1
K11a346,2
K11a347,1
K11a348,2
K11a349,2
K11a350,4
K11a351,1
K11a352,1
K11a362,1
K11n1,72
K11n2,24
K11n3,74
K11n4,269
K11n5,99
K11n6,8
K11n7,23
K11n8,64
K11n9,6
K11n10,19
K11n11,82
K11n12,2656
K11n13,56
K11n14,18
K11n15,87
K11n16,31
K11n17,23
K11n18,71
K11n19,2703
K11n20,517
K11n21,218
K11n22,60
K11n23,88
K11n24,750
K11n25,194
K11n26,51
K11n27,54
K11n28,305
K11n29,51
K11n30,55
K11n31,3
K11n32,55
K11n33,147
K11n34,38
K11n35,12
K11n36,11
K11n38,4402
K11n39,18
K11n40,20
K11n41,25
K11n42,32
K11n43,21
K11n44,27
K11n45,13
K11n46,21
K11n47,21
K11n48,564
K11n49,648
K11n50,404
K11n51,412
K11n52,103
K11n53,119
K11n54,264
K11n55,112
K11n56,153
K11n57,1475
K11n58,200
K11n59,84
K11n60,85
K11n61,569
K11n62,142
K11n63,26
K11n64,39
K11n65,116
K11n66,25
K11n67,14
K11n68,43
K11n69,65
K11n70,387
K11n71,4
K11n72,2
K11n73,7
K11n74,5
K11n75,5
K11n76,4
K11n77,5
K11n78,5
K11n79,282
K11n80,6
K11n81,1
K11n82,1303
K11n83,196
K11n84,388
K11n85,224
K11n86,561
K11n87,121
K11n88,494
K11n89,28
K11n90,107
K11n91,190
K11n92,1684
K11n93,73
K11n94,111
K11n95,4486
K11n96,935
K11n97,27
K11n98,44
K11n99,160
K11n100,187
K11n101,173
K11n102,390
K11n103,15
K11n104,268
K11n105,45
K11n106,420
K11n107,195
K11n108,26
K11n109,26
K11n110,599
K11n111,1036
K11n112,132
K11n113,109
K11n114,153
K11n115,54
K11n116,903
K11n117,224
K11n118,8356
K11n119,31
K11n120,199
K11n121,160
K11n122,617
K11n123,73
K11n124,138
K11n125,113
K11n126,40
K11n127,115
K11n128,197
K11n129,121
K11n130,233
K11n131,209
K11n132,962
K11n133,104
K11n134,332
K11n135,532
K11n136,10
K11n137,29
K11n138,131
K11n139,917
K11n140,22
K11n141,172
K11n142,165
K11n143,955
K11n144,35
K11n145,1012
K11n146,39
K11n147,186
K11n148,5
K11n149,183
K11n150,34
K11n151,19
K11n152,20
K11n153,52
K11n154,55
K11n155,42
K11n156,43
K11n157,93
K11n158,62
K11n159,99
K11n160,58
K11n161,68
K11n162,13
K11n163,39
K11n164,99
K11n165,52
K11n166,79
K11n167,58
K11n168,22
K11n169,111
K11n170,26
K11n171,46
K11n172,97
K11n173,59
K11n174,23
K11n175,35
K11n176,101
K11n177,47
K11n178,26
K11n179,49
K11n180,30
K11n181,36
K11n182,16
K11n183,125
K11n184,17
K11n185,11
K12a377,1
K12a537,1
K12a707,1
K12a868,1
K12a881,1
K12a1178,1
K12n1,4
K12n4,5
K12n7,2
K12n10,22
K12n11,2
K12n12,1
K12n13,2
K12n14,7
K12n15,2
K12n17,4
K12n20,18
K12n21,1
K12n24,11
K12n30,1
K12n31,1
K12n34,1
K12n35,3
K12n36,1
K12n37,6
K12n38,5
K12n40,1
K12n41,68
K12n42,3
K12n44,1
K12n45,8
K12n48,2
K12n50,1
K12n52,1
K12n53,8
K12n54,5
K12n65,4
K12n68,1
K12n70,2
K12n71,2
K12n73,3
K12n76,2
K12n79,7
K12n80,3
K12n84,1
K12n85,1
K12n88,1
K12n94,2
K12n95,2
K12n97,3
K12n103,4
K12n106,1
K12n107,4
K12n108,6
K12n109,1
K12n112,1
K12n113,2
K12n116,2
K12n119,46
K12n120,36
K12n121,893
K12n125,1
K12n129,2
K12n131,2
K12n142,9
K12n143,7
K12n144,1
K12n145,20
K12n146,5
K12n147,2
K12n148,5
K12n149,3
K12n150,3
K12n151,1
K12n152,9
K12n153,6
K12n154,8
K12n156,4
K12n157,3
K12n158,1
K12n159,2
K12n160,1
K12n161,3
K12n163,1
K12n165,4
K12n168,7
K12n170,3
K12n171,7
K12n172,5
K12n175,1
K12n176,1
K12n177,1
K12n180,2
K12n181,2
K12n182,1
K12n185,1
K12n187,1
K12n188,14
K12n189,5
K12n190,1
K12n193,1
K12n194,1
K12n196,3
K12n198,6
K12n199,15
K12n200,22
K12n201,1
K12n204,2
K12n212,1
K12n216,2
K12n217,1
K12n218,10
K12n234,1
K12n235,1
K12n236,1
K12n237,1
K12n238,11
K12n240,1
K12n241,2
K12n242,1534
K12n243,34
K12n244,2
K12n245,1
K12n246,1
K12n249,1
K12n250,2
K12n252,1
K12n253,25
K12n254,23
K12n257,2
K12n258,2
K12n259,2
K12n265,1
K12n269,2
K12n271,16
K12n272,4
K12n273,2
K12n274,10
K12n275,36
K12n277,2
K12n278,4
K12n279,22
K12n280,76
K12n281,6
K12n282,30
K12n283,2
K12n284,13
K12n285,166
K12n286,23
K12n288,1
K12n290,6
K12n291,1
K12n293,145
K12n294,1
K12n296,6
K12n298,7
K12n299,4
K12n300,1
K12n301,1
K12n302,3
K12n309,276
K12n310,25
K12n311,5
K12n312,14
K12n313,24
K12n314,8
K12n315,6
K12n316,3
K12n317,3
K12n318,271
K12n319,12
K12n320,5
K12n321,82
K12n322,15
K12n323,164
K12n325,4
K12n326,7
K12n327,6
K12n328,189
K12n329,2
K12n330,3
K12n332,3
K12n333,7
K12n334,6
K12n335,2
K12n338,2
K12n339,1
K12n341,1
K12n342,1
K12n343,11
K12n344,4
K12n345,13
K12n347,9
K12n348,2
K12n349,6
K12n350,1
K12n351,13
K12n352,13
K12n354,16
K12n355,12
K12n356,49
K12n357,1
K12n358,413
K12n359,1
K12n360,26
K12n361,2
K12n362,77
K12n363,2
K12n364,1
K12n366,4
K12n367,1
K12n368,9
K12n369,4
K12n370,274
K12n371,423
K12n372,13
K12n373,2
K12n374,2
K12n375,68
K12n376,2
K12n377,28
K12n379,5
K12n380,1
K12n381,3
K12n382,8
K12n383,2
K12n385,18
K12n386,2
K12n387,2
K12n388,6
K12n389,1
K12n390,6
K12n393,3
K12n394,17
K12n395,7
K12n396,8
K12n397,7
K12n398,11
K12n399,2
K12n400,3
K12n401,1
K12n403,58
K12n404,6
K12n406,4
K12n407,464
K12n409,6
K12n410,2
K12n411,24
K12n412,5
K12n413,3
K12n414,24
K12n415,5
K12n416,1
K12n417,2
K12n419,5
K12n420,3
K12n421,1
K12n424,6
K12n425,43
K12n426,54
K12n427,1
K12n428,3
K12n429,4
K12n430,24
K12n431,2
K12n432,9
K12n433,4
K12n434,6
K12n435,10
K12n436,19
K12n439,72
K12n440,1
K12n441,1
K12n442,5
K12n443,167
K12n444,21
K12n445,1
K12n446,14
K12n449,1
K12n450,4
K12n451,274
K12n452,102
K12n453,1
K12n454,6
K12n455,1
K12n457,7
K12n458,1
K12n459,2
K12n460,7
K12n461,6
K12n464,21
K12n465,2
K12n467,7
K12n468,9
K12n469,1
K12n470,4
K12n471,4
K12n472,3
K12n473,4
K12n474,5
K12n475,112
K12n477,4
K12n478,18
K12n479,1
K12n481,4
K12n482,16
K12n483,17
K12n484,29
K12n485,3
K12n486,11
K12n487,256
K12n488,427
K12n489,2
K12n490,1
K12n491,5
K12n492,13
K12n493,3
K12n498,3
K12n499,4
K12n502,10
K12n503,1
K12n504,2
K12n506,7
K12n507,4
K12n508,1
K12n509,1
K12n512,1
K12n514,4
K12n515,1
K12n516,3
K12n517,2
K12n519,4
K12n520,1
K12n521,2
K12n522,2
K12n526,4
K12n527,1
K12n528,1
K12n530,3
K12n531,2
K12n533,11
K12n534,4
K12n535,6
K12n536,14
K12n537,1
K12n538,7
K12n539,2
K12n540,3
K12n542,2
K12n543,3
K12n544,8
K12n545,1
K12n546,2
K12n547,3
K12n548,8
K12n549,12
K12n550,1
K12n551,4
K12n552,11
K12n559,3
K12n560,2
K12n562,2
K12n563,4
K12n564,5
K12n565,4
K12n566,2
K12n567,1
K12n569,1
K12n570,1
K12n571,6
K12n572,1
K12n573,5
K12n574,3
K12n575,2
K12n577,11
K12n578,1
K12n579,19
K12n580,2
K12n581,2
K12n582,27
K12n584,1
K12n585,1
K12n586,6
K12n588,4
K12n589,1
K12n590,24
K12n591,1642
K12n593,5
K12n594,2
K12n597,2
K12n598,1
K12n599,17
K12n600,2
K12n603,82
K12n604,2
K12n606,2
K12n608,6
K12n609,35
K12n610,2
K12n611,3
K12n613,3
K12n614,3
K12n615,3
K12n616,4
K12n617,8
K12n618,4
K12n619,2
K12n620,1
K12n621,1
K12n623,3
K12n624,7
K12n627,1
K12n629,12
K12n630,4
K12n631,1
K12n633,4
K12n634,3
K12n635,1
K12n636,2
K12n638,8
K12n639,3
K12n640,7
K12n641,3
K12n643,2
K12n644,6
K12n645,5
K12n646,7
K12n647,9
K12n648,4
K12n649,1
K12n650,37
K12n653,1
K12n654,2
K12n655,5
K12n656,1
K12n657,11
K12n658,6
K12n659,6
K12n661,28
K12n662,32
K12n675,2
K12n678,1
K12n683,4
K12n684,4
K12n685,2
K12n689,1
K12n694,2
K12n695,1
K12n699,5
K12n701,1
K12n702,12
K12n703,18
K12n704,15
K12n705,3
K12n706,2
K12n707,1
K12n708,17
K12n709,25
K12n710,3
K12n711,6
K12n712,3
K12n713,1
K12n714,5
K12n715,2
K12n716,7
K12n717,10
K12n718,3
K12n719,7
K12n720,3
K12n721,1
K12n725,130
K12n728,4
K12n729,44
K12n730,181
K12n731,2
K12n732,2
K12n733,1
K12n736,1
K12n737,1
K12n738,2
K12n739,10
K12n740,1
K12n743,2
K12n744,5
K12n745,3
K12n746,3
K12n747,10
K12n748,5
K12n750,37
K12n751,23
K12n752,1
K12n753,1
K12n754,2
K12n757,1
K12n760,2
K12n764,12
K12n766,3
K12n767,18
K12n768,56
K12n769,1
K12n772,2
K12n773,4
K12n774,3
K12n775,1
K12n776,1
K12n778,2
K12n779,7
K12n780,2
K12n781,3
K12n782,13
K12n783,1
K12n785,2
K12n787,12
K12n788,1
K12n789,1
K12n790,3
K12n791,2
K12n792,7
K12n793,1
K12n794,2
K12n797,4
K12n798,2
K12n799,1
K12n800,4
K12n801,10
K12n802,4
K12n804,1
K12n805,1
K12n806,2
K12n807,38
K12n808,9
K12n809,7
K12n811,21
K12n812,8
K12n815,7
K12n816,1
K12n817,4
K12n819,4
K12n821,12
K12n822,5
K12n824,9
K12n825,3
K12n826,1
K12n827,2
K12n828,6
K12n829,26
K12n830,139
K12n831,10
K12n832,3
K12n834,2
K12n835,4
K12n836,1
K12n838,10
K12n840,1
