K13n4134,1,0,0
K13n4136,1,0,0
K13n4139,1,0,0
K13n4140,2,0,0
K13n4142,1,0,0
K13n4147,16,0,0
K13n4284,1,0,0
K13n4295,0,1,0
K13n4298,1,0,0
K13n4299,1,0,0
K13n4304,27,1,1
K13n4305,1,0,0
K13n4315,2,0,0
K13n4338,1,0,0
K13n4371,0,1,0
K13n4376,1,0,0
K13n4418,1,0,0
K13n4420,1,0,0
K13n4426,1,0,0
K13n4427,4,0,0
K13n4431,1,0,0
K13n4472,1,0,0
K13n4516,1,0,0
K13n4517,1,0,0
K13n4535,1,0,0
K13n4537,1,0,0
K13n4548,1,1,0
K13n4607,3,1,0
K13n4629,1,0,0
K13n4634,1,0,0
K13n4657,1,0,0
K13n4707,2,0,0
K13n4710,1,0,0
K13n4726,0,1,0
K13n4804,1,1,0
K13n4806,5,0,0
K13n4808,0,1,0
K13n4809,1,0,0
K13n4856,1,0,0
K13n4988,1,0,0
K13n5019,1,0,0
K13n5073,1,0,0
K14n3411,1,0,0
K14n6763,1,0,0
K14n6809,1,0,0
K14n7228,1,0,0
K14n7241,2,0,0
K14n7243,1,0,0
K14n7247,1,1,0
K14n7739,1,0,0
K14n7807,1,0,0
K14n7824,2,1,0
K14n7827,1,0,0
K14n7946,1,0,0
K14n7958,1,0,0
K14n8084,1,0,0
K14n8089,2,0,0
K14n8091,2,0,0
K14n8094,0,1,0
K14n8243,1,0,0
K14n8425,1,0,0
K14n8426,1,0,0
K14n8465,1,0,0
K14n8480,1,0,0
K14n8559,2,1,0
K14n8585,1,0,0
K14n8667,1,0,0
K14n8679,1,0,0
K14n8695,1,0,0
K14n8858,1,0,0
K14n8913,1,0,0
K14n9096,1,0,0
K14n9284,2,0,0
K14n9582,1,0,0
K14n9716,1,0,0
K14n10033,1,0,0
K14n10081,1,0,0
K14n10116,1,0,0
K14n10279,1,0,0
K14n10375,1,0,0
K14n10392,1,0,0
K14n10770,1,0,0
K14n11158,1,0,0
K14n11185,1,0,0
K14n11195,2,0,0
K14n11266,1,0,0
K14n11294,1,0,0
K14n11324,1,0,0
K14n11424,0,1,0
K14n11426,1,0,0
K14n11429,1,0,0
K14n11463,1,0,0
K14n11493,1,0,0
K14n11742,0,1,0
K14n11776,1,0,0
K14n11995,1,0,0
K14n12009,1,0,0
K14n12300,1,0,0
K14n12527,1,0,0
K14n12713,1,0,0
K14n12846,0,1,0
K14n13083,1,0,0
K14n13229,1,0,0
K14n13753,1,0,0
K14n13822,1,0,0
K14n13823,5,0,1
K14n14143,1,0,0
K14n14535,0,1,0
K14n14698,1,0,0
K14n14785,1,0,0
K14n14787,1,0,0
K14n14796,1,0,0
K14n14820,1,0,0
K14n15285,1,0,0
K14n15486,1,0,0
K14n15489,2,0,0
K14n15570,2,0,0
K14n15623,1,0,0
K14n15625,1,0,0
K14n15885,1,0,0
K14n16009,1,0,0
K14n16624,1,0,0
K14n17230,1,0,0
K14n17245,1,0,0
K14n17287,0,1,0
K14n17306,2,0,0
K14n17836,1,0,0
K14n18319,1,0,0
K14n18986,1,0,0
K14n19201,2,1,0
K14n19313,1,0,0
K14n19370,1,0,0
K14n21069,1,0,0
K14n21134,1,0,0
K14n21139,1,0,0
K14n21146,1,0,0
K14n21167,0,1,0
K14n21253,1,0,0
K14n21274,1,0,0
K14n21415,1,0,0
K14n21422,1,0,0
K14n21430,1,0,0
K14n21543,1,0,0
K14n21566,1,0,0
K14n21607,1,0,0
K14n21844,1,0,0
K14n22175,1,0,0
K14n22192,0,1,0
K14n22388,1,0,0
K14n22712,4,0,0
K14n22764,1,0,0
K14n23212,0,1,0
K14n23230,1,0,0
K14n24826,1,0,0
K14n24961,1,0,0
K14n25048,1,0,0
K14n25232,0,1,0
K15n40184,3,0,0
K15n40185,9,2,0
K15n40214,2,0,0
K15n41126,1,1,0
K15n41127,3,0,0
K15n41131,2,0,0
K15n41142,2,0,0
K15n41183,1,1,0
K15n41185,14,1,0
K15n41188,1,0,0
K15n41189,7,0,0
K15n41193,4,1,0
K15n41202,4,0,0
K15n41213,1,0,0
K15n41235,1,0,0
K15n41237,1,0,0
K15n41238,1,0,0
K15n43517,1,0,0
K15n45460,1,0,0
K15n45603,1,0,0
K15n46532,1,0,0
K15n47800,1,1,0
K15n49036,0,1,0
K15n51396,1,0,0
K15n51709,1,0,0
K15n51757,1,0,0
K15n52940,1,0,0
K15n52941,1,0,0
K15n56079,1,0,0
K15n56089,1,0,0
K15n56183,1,0,0
K15n57767,0,1,0
K15n59060,1,0,0
K15n67540,1,0,0
K15n84457,0,1,0
K15n94888,1,0,0
K15n113909,1,0,0
K15n124836,1,0,0
K15n124989,1,0,0
K15n124999,1,0,0
K15n125044,0,1,0
K15n125333,1,0,0
K15n131344,1,0,0
K16n207543,1,0,0
K16n224111,1,0,0
K16n228277,1,0,0
K16n246032,1,0,0
K16n286752,1,0,0
K16n378918,1,0,0
K16n467559,0,1,0
K16n598491,1,0,0
3_1 # 3_1,9776214,1049025,166953
3_1 # 4_1,486404,48486,5950
3_1 # 5_1,6188,630,81
3_1 # 5_2,10480,1021,117
3_1 # 6_1,282,29,6
3_1 # 6_2,832,77,8
3_1 # 6_3,379,38,7
3_1 # 7_5,1,0,0
3_1 # 7_6,7,0,0
3_1 # 7_7,4,0,0
3_1 # 8_19,22,1,0
3_1 # 8_20,24,0,0
3_1 # 8_21,3,1,0
4_1 # 4_1,2760,265,25
4_1 # 5_1,21,1,0
4_1 # 6_1,2,0,0
4_1 # 6_2,0,1,0
4_1 # 6_3,0,1,0
3_1 # 3_1 # 3_1,8,2,0
Unclassifiable,0,0,0
